
 INFO Server running on [http://127.0.0.1:8000]. 

 Press Ctrl+C to stop the server
 2026-05-04 17:25:13 /storage/property-images/9/2RkgCfXKm475ETm6IUmKbQJIe3UrdbhYypptK7Ts.jpg .. ~ 2s
 2026-05-04 17:25:16 /akbulut-emlak-logo-cropped.png .. ~ 2.23ms
 2026-05-04 17:25:16 /_boost/browser-logs .. ~ 2.11ms
 2026-05-04 17:25:19 /admin/consultants .. ~ 0.92ms
 2026-05-04 17:25:20 /storage/profile-photos/2/D8CvVVW0ToVbbBf5hurPrcv5o8DCVu6oHuzkS5i0.jpg .. ~ 0.64ms
 2026-05-04 17:25:20 /storage/profile-photos/4/JB3aC0LRdslTQuvP88nca4LsL4w5MdM2h8yYPWIg.jpg .. ~ 0.44ms
 2026-05-04 17:25:20 /storage/profile-photos/5/6tHQG6kvuD9rnfbxReNYhBfNQ7zAOqoq7d6pry0y.jpg .. ~ 1.74ms
 2026-05-04 17:25:21 /admin/listings/create .. ~ 0.50ms
 2026-05-04 17:25:20 .. ~ 2m 15s
 2026-05-04 17:30:28 /admin/consultants .. ~ 506.96ms
 2026-05-04 17:30:28 /storage/profile-photos/2/D8CvVVW0ToVbbBf5hurPrcv5o8DCVu6oHuzkS5i0.jpg .. ~ 0.71ms
 2026-05-04 17:30:28 /storage/profile-photos/4/JB3aC0LRdslTQuvP88nca4LsL4w5MdM2h8yYPWIg.jpg .. ~ 2.15ms
 2026-05-04 17:30:28 /storage/profile-photos/5/6tHQG6kvuD9rnfbxReNYhBfNQ7zAOqoq7d6pry0y.jpg .. ~ 3.65ms
 2026-05-04 17:30:34 /admin/consultants .. ~ 1.06ms
 2026-05-04 17:30:34 /akbulut-emlak-logo-cropped.png .. ~ 2.99ms
 2026-05-04 17:30:29 /storage/profile-photos/2/D8CvVVW0ToVbbBf5hurPrcv5o8DCVu6oHuzkS5i0.jpg .. ~ 5s
 2026-05-04 17:30:34 /storage/profile-photos/4/JB3aC0LRdslTQuvP88nca4LsL4w5MdM2h8yYPWIg.jpg .. ~ 0.74ms
 2026-05-04 17:30:34 /storage/profile-photos/5/6tHQG6kvuD9rnfbxReNYhBfNQ7zAOqoq7d6pry0y.jpg .. ~ 2.06ms
 2026-05-04 17:30:34 /favicon.svg .. ~ 0.20ms
 2026-05-04 17:30:34 /_boost/browser-logs .. ~ 0.20ms
 2026-05-04 17:30:34 /favicon.ico .. ~ 0.38ms
 2026-05-04 17:30:35 /admin/consultants .. ~ 523.54ms
 2026-05-04 17:30:36 /akbulut-emlak-logo-cropped.png .. ~ 0.61ms
 2026-05-04 17:30:34 /storage/profile-photos/2/D8CvVVW0ToVbbBf5hurPrcv5o8DCVu6oHuzkS5i0.jpg .. ~ 1s
 2026-05-04 17:30:36 /admin/consultants .. ~ 514.36ms
 2026-05-04 17:30:37 /admin/listings/create .. ~ 555.34ms
 2026-05-04 17:30:37 /storage/profile-photos/4/JB3aC0LRdslTQuvP88nca4LsL4w5MdM2h8yYPWIg.jpg .. ~ 567.13ms
 2026-05-04 17:30:37 /storage/profile-photos/5/6tHQG6kvuD9rnfbxReNYhBfNQ7zAOqoq7d6pry0y.jpg .. ~ 10.50ms
 2026-05-04 17:30:37 /storage/profile-photos/2/D8CvVVW0ToVbbBf5hurPrcv5o8DCVu6oHuzkS5i0.jpg .. ~ 12.01ms
 2026-05-04 17:30:37 /akbulut-emlak-logo-cropped.png .. ~ 15.74ms
 2026-05-04 17:30:37 /favicon.svg .. ~ 2.67ms
 2026-05-04 17:30:38 /favicon.ico .. ~ 0.38ms
 2026-05-04 17:30:38 /_boost/browser-logs .. ~ 548.80ms
 2026-05-04 17:30:38 /akbulut-emlak-logo-cropped.png .. ~ 0.43ms
 2026-05-04 17:30:38 /admin/consultants .. ~ 542.73ms
 2026-05-04 17:30:38 /_boost/browser-logs .. ~ 550.08ms
 2026-05-04 17:30:38 /admin/consultants .. ~ 2.77ms
 2026-05-04 17:30:39 /_boost/browser-logs .. ~ 0.38ms
 2026-05-04 17:30:39 /favicon.svg .. ~ 1.28ms
 2026-05-04 17:30:39 /favicon.ico .. ~ 0.38ms
 2026-05-04 17:30:40 /admin/consultants .. ~ 534.55ms
 2026-05-04 17:30:40 /favicon.svg .. ~ 536.62ms
 2026-05-04 17:30:40 /favicon.svg .. ~ 0.44ms
 2026-05-04 17:30:40 /favicon.ico .. ~ 0.35ms
 2026-05-04 17:30:40 /favicon.ico .. ~ 0.34ms
 2026-05-04 17:30:40 /admin/consultants .. ~ 0.26ms
 2026-05-04 17:30:40 /admin/listings/create .. ~ 508.41ms
 2026-05-04 17:30:40 /favicon.svg .. ~ 0.21ms
 2026-05-04 17:30:40 /_boost/browser-logs .. ~ 0.61ms
 2026-05-04 17:30:40 /favicon.ico .. ~ 0.30ms
 2026-05-04 17:30:41 /_boost/browser-logs .. ~ 0.62ms
 2026-05-04 17:30:41 /_boost/browser-logs .. ~ 0.23ms
 2026-05-04 17:31:19 /admin/consultants .. ~ 1.72ms
 2026-05-04 17:31:19 /favicon.svg .. ~ 513.13ms
 2026-05-04 17:31:20 /favicon.ico .. ~ 0.37ms
 2026-05-04 17:31:20 /_boost/browser-logs .. ~ 0.33ms
 2026-05-04 17:32:07 /admin/consultants .. ~ 0.70ms
 2026-05-04 17:32:07 /favicon.svg .. ~ 0.25ms
 2026-05-04 17:32:07 /favicon.ico .. ~ 0.20ms
 2026-05-04 17:32:07 /_boost/browser-logs .. ~ 0.59ms
 2026-05-04 17:32:47 /admin/consultants .. ~ 0.71ms
 2026-05-04 17:32:48 /admin/listings/create .. ~ 509.95ms
 2026-05-04 17:32:48 /admin/consultants .. ~ 515.32ms
 2026-05-04 17:32:48 /admin/listings/create .. ~ 517.49ms
 2026-05-04 17:32:48 /admin/consultants .. ~ 2.02ms
 2026-05-04 17:32:50 /favicon.svg .. ~ 1.21ms
 2026-05-04 17:32:50 /favicon.svg .. ~ 0.28ms
 2026-05-04 17:32:50 /favicon.ico .. ~ 0.27ms
 2026-05-04 17:32:50 /favicon.ico .. ~ 0.31ms
 2026-05-04 17:32:50 /favicon.svg .. ~ 0.25ms
 2026-05-04 17:32:50 /favicon.ico .. ~ 0.21ms
 2026-05-04 17:32:50 /_boost/browser-logs .. ~ 0.51ms
 2026-05-04 17:32:50 /_boost/browser-logs .. ~ 0.30ms
 2026-05-04 17:32:50 /_boost/browser-logs .. ~ 1.47ms
 2026-05-04 17:34:18 /admin/consultants .. ~ 533.91ms
 2026-05-04 17:34:18 /favicon.svg .. ~ 537.19ms
 2026-05-04 17:34:19 /favicon.ico .. ~ 0.45ms
 2026-05-04 17:34:19 /_boost/browser-logs .. ~ 3.38ms
 2026-05-04 17:34:21 /admin/consultants .. ~ 1.92ms
 2026-05-04 17:34:21 /_boost/browser-logs .. ~ 504.30ms
 2026-05-04 17:34:22 /favicon.svg .. ~ 0.35ms
 2026-05-04 17:34:22 /favicon.ico .. ~ 0.32ms
 2026-05-04 17:34:28 /admin .. ~ 1.03ms
 2026-05-04 17:34:28 /_boost/browser-logs .. ~ 0.33ms
 2026-05-04 17:34:31 / .. ~ 0.78ms
 2026-05-04 17:34:32 /_boost/browser-logs .. ~ 0.55ms
 2026-05-04 17:34:39 / .. ~ 503.44ms
 2026-05-04 17:34:39 /favicon.svg .. ~ 506.10ms
 2026-05-04 17:34:40 /favicon.ico .. ~ 0.42ms
 2026-05-04 17:34:40 /_boost/browser-logs .. ~ 0.29ms
 2026-05-04 17:36:42 /admin/listings/create .. ~ 515.67ms
 2026-05-04 17:36:42 /favicon.svg .. ~ 518.28ms
 2026-05-04 17:36:42 /favicon.ico .. ~ 0.37ms
 2026-05-04 17:36:42 /_boost/browser-logs .. ~ 0.41ms
 2026-05-04 17:36:46 / .. ~ 1.10ms
 2026-05-04 17:36:46 /_boost/browser-logs .. ~ 1.46ms
 2026-05-04 17:36:50 / .. ~ 0.66ms
 2026-05-04 17:36:50 /favicon.svg .. ~ 508.63ms
 2026-05-04 17:36:51 /favicon.ico .. ~ 0.44ms
 2026-05-04 17:36:51 /_boost/browser-logs .. ~ 0.37ms
 2026-05-04 17:36:53 / .. ~ 0.55ms
 2026-05-04 17:36:53 /favicon.svg .. ~ 2.04ms
 2026-05-04 17:36:53 /favicon.ico .. ~ 0.20ms
 2026-05-04 17:36:53 /_boost/browser-logs .. ~ 0.54ms
 2026-05-04 17:37:04 / .. ~ 0.61ms
 2026-05-04 17:37:04 /favicon.svg .. ~ 0.21ms
 2026-05-04 17:37:04 /favicon.ico .. ~ 0.28ms
 2026-05-04 17:37:04 /_boost/browser-logs .. ~ 0.31ms
 2026-05-04 17:38:25 / .. ~ 558.49ms
 2026-05-04 17:38:25 /admin/consultants .. ~ 512.21ms
 2026-05-04 17:38:25 / .. ~ 0.50ms
 2026-05-04 17:38:25 /_boost/browser-logs .. ~ 0.43ms
 2026-05-04 17:38:25 /favicon.svg .. ~ 4.65ms
 2026-05-04 17:38:25 /favicon.ico .. ~ 0.38ms
 2026-05-04 17:38:26 /favicon.svg .. ~ 0.52ms
 2026-05-04 17:38:26 /favicon.ico .. ~ 501.27ms
 2026-05-04 17:38:26 /favicon.svg .. ~ 0.25ms
 2026-05-04 17:38:26 /favicon.ico .. ~ 0.25ms
 2026-05-04 17:38:26 / .. ~ 0.30ms
 2026-05-04 17:38:26 /admin/consultants .. ~ 0.31ms
 2026-05-04 17:38:26 / .. ~ 1.83ms
 2026-05-04 17:38:26 /admin/consultants .. ~ 513.16ms
 2026-05-04 17:38:26 / .. ~ 515.15ms
 2026-05-04 17:38:26 /_boost/browser-logs .. ~ 4.97ms
 2026-05-04 17:38:26 /_boost/browser-logs .. ~ 5.02ms
 2026-05-04 17:38:26 /_boost/browser-logs .. ~ 2.05ms
 2026-05-04 17:38:26 /_boost/browser-logs .. ~ 1.96ms
 2026-05-04 17:38:26 /_boost/browser-logs .. ~ 2.79ms
 2026-05-04 17:38:27 / .. ~ 4.88ms
 2026-05-04 17:38:27 /favicon.svg .. ~ 0.86ms
 2026-05-04 17:38:27 /favicon.ico .. ~ 0.82ms
 2026-05-04 17:38:27 / .. ~ 0.46ms
 2026-05-04 17:38:27 /_boost/browser-logs .. ~ 6.84ms
 2026-05-04 17:38:27 /_boost/browser-logs .. ~ 7.14ms
 2026-05-04 17:38:27 /favicon.svg .. ~ 3.95ms
 2026-05-04 17:38:27 /favicon.ico .. ~ 0.38ms
 2026-05-04 17:38:27 /favicon.svg .. ~ 0.35ms
 2026-05-04 17:38:27 /favicon.ico .. ~ 0.40ms
 2026-05-04 17:38:27 /_boost/browser-logs .. ~ 13.27ms
 2026-05-04 17:38:27 /admin/consultants .. ~ 0.40ms
 2026-05-04 17:38:27 /_boost/browser-logs .. ~ 508.11ms
 2026-05-04 17:38:27 /_boost/browser-logs .. ~ 0.27ms
 2026-05-04 17:38:27 /favicon.svg .. ~ 506.31ms
 2026-05-04 17:38:27 /favicon.ico .. ~ 0.61ms
 2026-05-04 17:38:28 /favicon.svg .. ~ 0.29ms
 2026-05-04 17:38:28 /favicon.ico .. ~ 0.44ms
 2026-05-04 17:38:28 / .. ~ 508.63ms
 2026-05-04 17:38:28 /_boost/browser-logs .. ~ 0.55ms
 2026-05-04 17:38:28 /admin/consultants .. ~ 507.82ms
 2026-05-04 17:38:28 / .. ~ 1s
 2026-05-04 17:38:29 /akbulut-emlak-logo-cropped.png .. ~ 515.25ms
 2026-05-04 17:38:29 /storage/profile-photos/5/6tHQG6kvuD9rnfbxReNYhBfNQ7zAOqoq7d6pry0y.jpg .. ~ 4.96ms
 2026-05-04 17:38:29 /storage/profile-photos/2/D8CvVVW0ToVbbBf5hurPrcv5o8DCVu6oHuzkS5i0.jpg .. ~ 7.41ms
 2026-05-04 17:38:29 /storage/profile-photos/4/JB3aC0LRdslTQuvP88nca4LsL4w5MdM2h8yYPWIg.jpg .. ~ 18.93ms
 2026-05-04 17:38:29 /storage/profile-photos/2/D8CvVVW0ToVbbBf5hurPrcv5o8DCVu6oHuzkS5i0.jpg .. ~ 24.38ms
 2026-05-04 17:38:29 /akbulut-emlak-logo-cropped.png .. ~ 4.01ms
 2026-05-04 17:38:29 /akbulut-emlak-logo-cropped.png .. ~ 0.41ms
 2026-05-04 17:38:29 /_boost/browser-logs .. ~ 0.49ms
 2026-05-04 17:38:29 /favicon.svg .. ~ 0.84ms
 2026-05-04 17:38:29 /favicon.ico .. ~ 2.10ms
 2026-05-04 17:38:30 /storage/profile-photos/4/JB3aC0LRdslTQuvP88nca4LsL4w5MdM2h8yYPWIg.jpg .. ~ 0.67ms
 2026-05-04 17:38:30 /storage/profile-photos/5/6tHQG6kvuD9rnfbxReNYhBfNQ7zAOqoq7d6pry0y.jpg .. ~ 0.40ms
 2026-05-04 17:38:30 /favicon.svg .. ~ 0.29ms
 2026-05-04 17:38:30 /favicon.ico .. ~ 0.32ms
 2026-05-04 17:38:30 /storage/profile-photos/2/D8CvVVW0ToVbbBf5hurPrcv5o8DCVu6oHuzkS5i0.jpg .. ~ 0.29ms
 2026-05-04 17:38:30 /storage/profile-photos/5/6tHQG6kvuD9rnfbxReNYhBfNQ7zAOqoq7d6pry0y.jpg .. ~ 0.30ms
 2026-05-04 17:38:30 /storage/profile-photos/4/JB3aC0LRdslTQuvP88nca4LsL4w5MdM2h8yYPWIg.jpg .. ~ 1.39ms
 2026-05-04 17:38:30 /favicon.svg .. ~ 0.22ms
 2026-05-04 17:38:30 /favicon.ico .. ~ 0.42ms
 2026-05-04 17:38:30 /_boost/browser-logs .. ~ 0.41ms
 2026-05-04 17:38:30 /_boost/browser-logs .. ~ 0.23ms
 2026-05-04 17:38:33 / .. ~ 514.06ms
 2026-05-04 17:38:34 /akbulut-emlak-logo-cropped.png .. ~ 0.26ms
 2026-05-04 17:38:34 /admin/consultants .. ~ 0.51ms
 2026-05-04 17:38:34 / .. ~ 512.50ms
 2026-05-04 17:38:30 /storage/profile-photos/2/D8CvVVW0ToVbbBf5hurPrcv5o8DCVu6oHuzkS5i0.jpg .. ~ 5s
 2026-05-04 17:38:34 /storage/profile-photos/5/6tHQG6kvuD9rnfbxReNYhBfNQ7zAOqoq7d6pry0y.jpg .. ~ 522.25ms
 2026-05-04 17:38:35 /storage/profile-photos/4/JB3aC0LRdslTQuvP88nca4LsL4w5MdM2h8yYPWIg.jpg .. ~ 9.99ms
 2026-05-04 17:38:35 /akbulut-emlak-logo-cropped.png .. ~ 12.04ms
 2026-05-04 17:38:35 /_boost/browser-logs .. ~ 1.15ms
 2026-05-04 17:38:35 /favicon.svg .. ~ 0.61ms
 2026-05-04 17:38:35 /storage/profile-photos/2/D8CvVVW0ToVbbBf5hurPrcv5o8DCVu6oHuzkS5i0.jpg .. ~ 0.35ms
 2026-05-04 17:38:35 /favicon.ico .. ~ 0.64ms
 2026-05-04 17:38:35 / .. ~ 509.99ms
 2026-05-04 17:38:35 /_boost/browser-logs .. ~ 515.75ms
 2026-05-04 17:38:36 /_boost/browser-logs .. ~ 1.44ms
 2026-05-04 17:38:36 /akbulut-emlak-logo-cropped.png .. ~ 7.92ms
 2026-05-04 17:38:36 /storage/profile-photos/4/JB3aC0LRdslTQuvP88nca4LsL4w5MdM2h8yYPWIg.jpg .. ~ 0.44ms
 2026-05-04 17:38:36 /storage/profile-photos/5/6tHQG6kvuD9rnfbxReNYhBfNQ7zAOqoq7d6pry0y.jpg .. ~ 0.52ms
 2026-05-04 17:38:36 /favicon.svg .. ~ 0.41ms
 2026-05-04 17:38:36 /favicon.ico .. ~ 0.45ms
 2026-05-04 17:38:36 /admin/consultants .. ~ 1s
 2026-05-04 17:38:37 /_boost/browser-logs .. ~ 0.28ms
 2026-05-04 17:38:37 / .. ~ 508.74ms
 2026-05-04 17:38:37 /storage/profile-photos/2/D8CvVVW0ToVbbBf5hurPrcv5o8DCVu6oHuzkS5i0.jpg .. ~ 513.06ms
 2026-05-04 17:38:37 /storage/profile-photos/5/6tHQG6kvuD9rnfbxReNYhBfNQ7zAOqoq7d6pry0y.jpg .. ~ 514.42ms
 2026-05-04 17:38:37 /storage/profile-photos/4/JB3aC0LRdslTQuvP88nca4LsL4w5MdM2h8yYPWIg.jpg .. ~ 5.12ms
 2026-05-04 17:38:37 /_boost/browser-logs .. ~ 2.87ms
 2026-05-04 17:38:37 /favicon.svg .. ~ 9.67ms
 2026-05-04 17:38:37 /akbulut-emlak-logo-cropped.png .. ~ 8.74ms
 2026-05-04 17:38:37 /storage/profile-photos/2/D8CvVVW0ToVbbBf5hurPrcv5o8DCVu6oHuzkS5i0.jpg .. ~ 13.66ms
 2026-05-04 17:38:37 /akbulut-emlak-logo-cropped.png .. ~ 0.39ms
 2026-05-04 17:38:37 /akbulut-emlak-logo-cropped.png .. ~ 0.45ms
 2026-05-04 17:38:37 /favicon.ico .. ~ 2.09ms
 2026-05-04 17:38:38 /storage/profile-photos/5/6tHQG6kvuD9rnfbxReNYhBfNQ7zAOqoq7d6pry0y.jpg .. ~ 0.28ms
 2026-05-04 17:38:38 /storage/profile-photos/4/JB3aC0LRdslTQuvP88nca4LsL4w5MdM2h8yYPWIg.jpg .. ~ 1.42ms
 2026-05-04 17:38:38 /storage/profile-photos/2/D8CvVVW0ToVbbBf5hurPrcv5o8DCVu6oHuzkS5i0.jpg .. ~ 0.63ms
 2026-05-04 17:38:38 /storage/profile-photos/5/6tHQG6kvuD9rnfbxReNYhBfNQ7zAOqoq7d6pry0y.jpg .. ~ 0.44ms
 2026-05-04 17:38:38 /storage/profile-photos/4/JB3aC0LRdslTQuvP88nca4LsL4w5MdM2h8yYPWIg.jpg .. ~ 2.03ms
 2026-05-04 17:38:38 /favicon.svg .. ~ 0.52ms
 2026-05-04 17:38:38 /favicon.ico .. ~ 0.41ms
 2026-05-04 17:38:38 /storage/profile-photos/2/D8CvVVW0ToVbbBf5hurPrcv5o8DCVu6oHuzkS5i0.jpg .. ~ 0.59ms
 2026-05-04 17:38:38 /_boost/browser-logs .. ~ 0.33ms
 2026-05-04 17:38:38 /_boost/browser-logs .. ~ 0.40ms
 2026-05-04 17:38:38 /storage/profile-photos/5/6tHQG6kvuD9rnfbxReNYhBfNQ7zAOqoq7d6pry0y.jpg .. ~ 0.96ms
 2026-05-04 17:38:38 /storage/profile-photos/4/JB3aC0LRdslTQuvP88nca4LsL4w5MdM2h8yYPWIg.jpg .. ~ 0.39ms
 2026-05-04 17:38:38 /favicon.svg .. ~ 0.32ms
 2026-05-04 17:38:38 /favicon.ico .. ~ 0.29ms
 2026-05-04 17:38:45 /_boost/browser-logs .. ~ 0.65ms
 2026-05-04 17:38:47 /_boost/browser-logs .. ~ 0.71ms
 2026-05-04 17:39:01 / .. ~ 502.97ms
 2026-05-04 17:39:01 /favicon.svg .. ~ 504.85ms
 2026-05-04 17:39:02 /akbulut-emlak-logo-cropped.png .. ~ 0.33ms
 2026-05-04 17:39:02 /favicon.ico .. ~ 0.26ms
 2026-05-04 17:39:02 /_boost/browser-logs .. ~ 0.19ms
 2026-05-04 17:39:02 / .. ~ 1.72ms
 2026-05-04 17:39:02 /favicon.svg .. ~ 0.41ms
 2026-05-04 17:39:03 /akbulut-emlak-logo-cropped.png .. ~ 516.65ms
 2026-05-04 17:39:03 /favicon.ico .. ~ 0.39ms
 2026-05-04 17:39:03 /_boost/browser-logs .. ~ 0.56ms
 2026-05-04 17:39:03 / .. ~ 1.84ms
 2026-05-04 17:39:03 /akbulut-emlak-logo-cropped.png .. ~ 512.45ms
 2026-05-04 17:39:03 /favicon.svg .. ~ 0.33ms
 2026-05-04 17:39:03 /favicon.ico .. ~ 0.36ms
 2026-05-04 17:39:03 /_boost/browser-logs .. ~ 0.43ms
 2026-05-04 17:39:03 / .. ~ 0.85ms
 2026-05-04 17:39:04 / .. ~ 507.78ms
 2026-05-04 17:39:04 /_boost/browser-logs .. ~ 0.43ms
 2026-05-04 17:39:04 /_boost/browser-logs .. ~ 0.42ms
 2026-05-04 17:39:04 /favicon.svg .. ~ 4.94ms
 2026-05-04 17:39:04 /akbulut-emlak-logo-cropped.png .. ~ 4.01ms
 2026-05-04 17:39:04 /favicon.svg .. ~ 0.89ms
 2026-05-04 17:39:04 /akbulut-emlak-logo-cropped.png .. ~ 1.58ms
 2026-05-04 17:39:04 /favicon.ico .. ~ 0.27ms
 2026-05-04 17:39:04 /_boost/browser-logs .. ~ 0.34ms
 2026-05-04 17:39:06 / .. ~ 1.24ms
 2026-05-04 17:39:06 /akbulut-emlak-logo-cropped.png .. ~ 513.08ms
 2026-05-04 17:39:07 /_boost/browser-logs .. ~ 0.39ms
 2026-05-04 17:39:07 /favicon.svg .. ~ 0.43ms
 2026-05-04 17:39:07 /favicon.ico .. ~ 0.36ms
 2026-05-04 17:39:12 /_boost/browser-logs .. ~ 0.47ms
 2026-05-04 17:39:25 /admin/consultants .. ~ 503.54ms
 2026-05-04 17:39:25 / .. ~ 1s
 2026-05-04 17:39:26 /akbulut-emlak-logo-cropped.png .. ~ 0.42ms
 2026-05-04 17:39:26 /storage/profile-photos/2/D8CvVVW0ToVbbBf5hurPrcv5o8DCVu6oHuzkS5i0.jpg .. ~ 1.70ms
 2026-05-04 17:39:26 /storage/profile-photos/5/6tHQG6kvuD9rnfbxReNYhBfNQ7zAOqoq7d6pry0y.jpg .. ~ 2.80ms
 2026-05-04 17:39:26 /storage/profile-photos/4/JB3aC0LRdslTQuvP88nca4LsL4w5MdM2h8yYPWIg.jpg .. ~ 3.98ms
 2026-05-04 17:39:26 / .. ~ 504.47ms
 2026-05-04 17:39:26 /_boost/browser-logs .. ~ 0.35ms
 2026-05-04 17:39:26 /storage/profile-photos/2/D8CvVVW0ToVbbBf5hurPrcv5o8DCVu6oHuzkS5i0.jpg .. ~ 516.01ms
 2026-05-04 17:39:26 /akbulut-emlak-logo-cropped.png .. ~ 6.70ms
 2026-05-04 17:39:26 /storage/profile-photos/5/6tHQG6kvuD9rnfbxReNYhBfNQ7zAOqoq7d6pry0y.jpg .. ~ 8.53ms
 2026-05-04 17:39:27 /storage/profile-photos/4/JB3aC0LRdslTQuvP88nca4LsL4w5MdM2h8yYPWIg.jpg .. ~ 5.99ms
 2026-05-04 17:39:27 /akbulut-emlak-logo-cropped.png .. ~ 0.42ms
 2026-05-04 17:39:27 /favicon.svg .. ~ 0.38ms
 2026-05-04 17:39:27 /favicon.ico .. ~ 0.47ms
 2026-05-04 17:39:27 /admin .. ~ 2.14ms
 2026-05-04 17:39:27 /storage/property-images/9/2RkgCfXKm475ETm6IUmKbQJIe3UrdbhYypptK7Ts.jpg .. ~ 3.26ms
 2026-05-04 17:39:27 /_boost/browser-logs .. ~ 0.35ms
 2026-05-04 17:39:27 /_boost/browser-logs .. ~ 0.43ms
 2026-05-04 17:39:27 /storage/profile-photos/2/D8CvVVW0ToVbbBf5hurPrcv5o8DCVu6oHuzkS5i0.jpg .. ~ 0.44ms
 2026-05-04 17:39:27 /storage/profile-photos/5/6tHQG6kvuD9rnfbxReNYhBfNQ7zAOqoq7d6pry0y.jpg .. ~ 0.60ms
 2026-05-04 17:39:27 /storage/profile-photos/4/JB3aC0LRdslTQuvP88nca4LsL4w5MdM2h8yYPWIg.jpg .. ~ 2.64ms
 2026-05-04 17:39:27 /storage/profile-photos/2/D8CvVVW0ToVbbBf5hurPrcv5o8DCVu6oHuzkS5i0.jpg .. ~ 0.48ms
 2026-05-04 17:39:27 /favicon.svg .. ~ 0.48ms
 2026-05-04 17:39:27 /favicon.ico .. ~ 0.38ms
 2026-05-04 17:39:28 /storage/profile-photos/5/6tHQG6kvuD9rnfbxReNYhBfNQ7zAOqoq7d6pry0y.jpg .. ~ 0.35ms
 2026-05-04 17:39:28 /storage/profile-photos/4/JB3aC0LRdslTQuvP88nca4LsL4w5MdM2h8yYPWIg.jpg .. ~ 0.44ms
 2026-05-04 17:39:28 /favicon.svg .. ~ 0.42ms
 2026-05-04 17:39:28 /favicon.ico .. ~ 0.46ms
 2026-05-04 17:39:39 /admin .. ~ 530.34ms
 2026-05-04 17:39:39 /akbulut-emlak-logo-cropped.png .. ~ 70.14ms
 2026-05-04 17:39:28 /storage/property-images/9/2RkgCfXKm475ETm6IUmKbQJIe3UrdbhYypptK7Ts.jpg .. ~ 12s
 2026-05-04 17:39:41 /favicon.svg .. ~ 0.54ms
 2026-05-04 17:39:41 /favicon.ico .. ~ 0.38ms
 2026-05-04 17:39:41 /_boost/browser-logs .. ~ 0.30ms
 2026-05-04 17:39:54 / .. ~ 538.63ms
 2026-05-04 17:39:54 /akbulut-emlak-logo-cropped.png .. ~ 570.75ms
 2026-05-04 17:39:55 /storage/profile-photos/2/D8CvVVW0ToVbbBf5hurPrcv5o8DCVu6oHuzkS5i0.jpg .. ~ 0.33ms
 2026-05-04 17:39:55 /storage/profile-photos/5/6tHQG6kvuD9rnfbxReNYhBfNQ7zAOqoq7d6pry0y.jpg .. ~ 1.77ms
 2026-05-04 17:39:55 /storage/profile-photos/4/JB3aC0LRdslTQuvP88nca4LsL4w5MdM2h8yYPWIg.jpg .. ~ 3.00ms
 2026-05-04 17:39:55 /_boost/browser-logs .. ~ 509.75ms
 2026-05-04 17:39:55 /favicon.svg .. ~ 0.36ms
 2026-05-04 17:39:55 /favicon.ico .. ~ 0.25ms
 2026-05-04 17:39:58 / .. ~ 630.77ms
 2026-05-04 17:39:58 /akbulut-emlak-logo-cropped.png .. ~ 1s
 2026-05-04 17:39:56 /storage/profile-photos/2/D8CvVVW0ToVbbBf5hurPrcv5o8DCVu6oHuzkS5i0.jpg .. ~ 3s
 2026-05-04 17:39:59 /storage/profile-photos/5/6tHQG6kvuD9rnfbxReNYhBfNQ7zAOqoq7d6pry0y.jpg .. ~ 146.71ms
 2026-05-04 17:39:59 /storage/profile-photos/4/JB3aC0LRdslTQuvP88nca4LsL4w5MdM2h8yYPWIg.jpg .. ~ 475.92ms
 2026-05-04 17:39:59 /_boost/browser-logs .. ~ 33.18ms
 2026-05-04 17:39:59 /favicon.svg .. ~ 0.36ms
 2026-05-04 17:39:59 /favicon.ico .. ~ 0.30ms
 2026-05-04 17:40:05 / .. ~ 534.79ms
 2026-05-04 17:40:06 /admin .. ~ 764.92ms
 2026-05-04 17:40:06 / .. ~ 573.50ms
 2026-05-04 17:40:06 /akbulut-emlak-logo-cropped.png .. ~ 789.51ms
 2026-05-04 17:40:07 /storage/profile-photos/2/D8CvVVW0ToVbbBf5hurPrcv5o8DCVu6oHuzkS5i0.jpg .. ~ 0.44ms
 2026-05-04 17:40:07 /storage/profile-photos/5/6tHQG6kvuD9rnfbxReNYhBfNQ7zAOqoq7d6pry0y.jpg .. ~ 2.11ms
 2026-05-04 17:40:07 /storage/profile-photos/4/JB3aC0LRdslTQuvP88nca4LsL4w5MdM2h8yYPWIg.jpg .. ~ 144.23ms
 2026-05-04 17:40:07 /storage/property-images/9/2RkgCfXKm475ETm6IUmKbQJIe3UrdbhYypptK7Ts.jpg .. ~ 506.45ms
 2026-05-04 17:40:09 /akbulut-emlak-logo-cropped.png .. ~ 1.60ms
 2026-05-04 17:40:09 /akbulut-emlak-logo-cropped.png .. ~ 0.37ms
 2026-05-04 17:40:10 /favicon.svg .. ~ 51.49ms
 2026-05-04 17:40:10 /favicon.svg .. ~ 35.92ms
 2026-05-04 17:40:10 /favicon.ico .. ~ 34.99ms
 2026-05-04 17:40:10 /_boost/browser-logs .. ~ 0.36ms
 2026-05-04 17:40:10 /favicon.ico .. ~ 2.23ms
 2026-05-04 17:40:10 /_boost/browser-logs .. ~ 685.06ms
 2026-05-04 17:40:10 /_boost/browser-logs .. ~ 36.47ms
 2026-05-04 17:40:10 /storage/profile-photos/2/D8CvVVW0ToVbbBf5hurPrcv5o8DCVu6oHuzkS5i0.jpg .. ~ 0.70ms
